Account,Action,Campaign,Ad group,Ad ID,Ad type,Ad status,Headline 1#Original,Headline 2#Original,Headline 3#Original,Headline 4#Original,Headline 5#Original,Headline 6#Original,Headline 7#Original,Headline 8#Original,Headline 9#Original,Headline 10#Original,Headline 11#Original,Headline 12#Original,Headline 13#Original,Headline 14#Original,Headline 15#Original,Headline 1,Headline 2,Headline 3,Headline 4,Headline 5,Headline 6,Headline 7,Headline 8,Headline 9,Headline 10,Headline 11,Headline 12,Headline 13,Headline 14,Headline 15,Description 1#Original,Description 2#Original,Description 3#Original,Description 4#Original,Description 1,Description 2,Description 3,Description 4,Final URL
7808690871,Edit,SMY | US | Search | Brand Plus,USA - semi-brand - home - jewellery boxes - rolls,784198246557,Responsive search ad,ENABLED,Luxury leather jewelry rolls,Smythson of Bond Street™,Shop luxury leather pieces,Gifts for the home,Luxury gifts for him,Luxury gifts for her,Explore luxury Christmas gifts,Discover gifts for him & her,Shop luxury jewelry rolls,Over 135 years of expertise,Free delivery on orders $500+,Timeless leather craftsmanship,,,,Luxury leather jewelry rolls,Smythson of Bond Street™,Shop luxury leather pieces,Gifts for the home,Luxury gifts for him,Luxury gifts for her,Explore luxury Christmas gifts,Discover gifts for him & her,Shop luxury jewelry rolls,Over 135 years of expertise,Free delivery on orders $500+,Timeless leather craftsmanship,,,,Make the ordinary extraordinary and the everyday timeless with Smythson,"A distinctly unique, extraordinary brand catering to extraordinary people since 1887","Discover the perfect gift this Christmas. Thoughtfully made, meaningfully given","This Christmas, celebrate the art of thoughtful gifting with Smythson",Make the ordinary extraordinary and the everyday timeless with Smythson,"A distinctly unique, extraordinary brand catering to extraordinary people since 1887","Discover the perfect gift this Christmas. Thoughtfully made, meaningfully given","This Christmas, celebrate the art of thoughtful gifting with Smythson",https://www.smythson.com/us/home/accessories/jewellery-boxes-rolls
7808690871,Edit,SMY | US | Search | Brand Plus,USA - semi-brand - home - jewellery boxes - trinket trays,784198246707,Responsive search ad,ENABLED,Luxury leather trinket trays,Smythson of Bond Street™,Shop luxury leather pieces,Gifts for the home,Luxury gifts for him,Luxury gifts for her,Explore luxury Christmas gifts,Discover Gifts For Him & Her,Shop luxury trinket trays,Over 135 years of expertise,Free delivery on orders $500+,Timeless leather craftsmanship,,,,Luxury leather trinket trays,Smythson of Bond Street™,Shop luxury leather pieces,Gifts for the home,Luxury gifts for him,Luxury gifts for her,Explore luxury Christmas gifts,Discover Gifts For Him & Her,Shop luxury trinket trays,Over 135 years of expertise,Free delivery on orders $500+,Timeless leather craftsmanship,,,,Make the ordinary extraordinary and the everyday timeless with Smythson,"A distinctly unique, extraordinary brand catering to extraordinary people since 1887","Discover the perfect gift this Christmas. Thoughtfully made, meaningfully given","This Christmas, celebrate the art of thoughtful gifting with Smythson",Make the ordinary extraordinary and the everyday timeless with Smythson,"A distinctly unique, extraordinary brand catering to extraordinary people since 1887","Discover the perfect gift this Christmas. Thoughtfully made, meaningfully given","This Christmas, celebrate the art of thoughtful gifting with Smythson",https://www.smythson.com/us/home/accessories/jewellery-boxes-rolls
7808690871,Edit,SMY | US | Search | Brand Plus,USA - semi-brand - home - photo albums - albums,784198246683,Responsive search ad,ENABLED,Luxury leather photo albums,Smythson of Bond Street™,Shop luxury leather pieces,Gifts for the home,Luxury gifts for him,Luxury gifts for her,Explore luxury Christmas gifts,Discover Gifts For Him & Her,Shop luxury photo albums,Over 135 years of expertise,Free delivery on orders $500+,Timeless leather craftsmanship,,,,Luxury leather photo albums,Smythson of Bond Street™,Shop luxury leather pieces,Gifts for the home,Luxury gifts for him,Luxury gifts for her,Explore luxury Christmas gifts,Discover Gifts For Him & Her,Shop luxury photo albums,Over 135 years of expertise,Free delivery on orders $500+,Timeless leather craftsmanship,,,,Make the ordinary extraordinary and the everyday timeless with Smythson,"A distinctly unique, extraordinary brand catering to extraordinary people since 1887","Discover the perfect gift this Christmas. Thoughtfully made, meaningfully given","This Christmas, celebrate the art of thoughtful gifting with Smythson",Make the ordinary extraordinary and the everyday timeless with Smythson,"A distinctly unique, extraordinary brand catering to extraordinary people since 1887","Discover the perfect gift this Christmas. Thoughtfully made, meaningfully given","This Christmas, celebrate the art of thoughtful gifting with Smythson",https://www.smythson.com/us/home/accessories/frames-albums
7808690871,Edit,SMY | US | Search | Brand Plus,USA - semi-brand - home - photo frames - frames,784198246698,Responsive search ad,ENABLED,Luxury leather photo frames,Smythson of Bond Street™,Shop luxury leather pieces,Gifts for the home,Luxury gifts for him,Luxury gifts for her,Explore luxury Christmas gifts,Discover Gifts For Him & Her,Shop luxury photo frames,Over 135 years of expertise,Free delivery on orders $500+,Timeless leather craftsmanship,,,,Luxury leather photo frames,Smythson of Bond Street™,Shop luxury leather pieces,Gifts for the home,Luxury gifts for him,Luxury gifts for her,Explore luxury Christmas gifts,Discover Gifts For Him & Her,Shop luxury photo frames,Over 135 years of expertise,Free delivery on orders $500+,Timeless leather craftsmanship,,,,Make the ordinary extraordinary and the everyday timeless with Smythson,"A distinctly unique, extraordinary brand catering to extraordinary people since 1887","Discover the perfect gift this Christmas. Thoughtfully made, meaningfully given","This Christmas, celebrate the art of thoughtful gifting with Smythson",Make the ordinary extraordinary and the everyday timeless with Smythson,"A distinctly unique, extraordinary brand catering to extraordinary people since 1887","Discover the perfect gift this Christmas. Thoughtfully made, meaningfully given","This Christmas, celebrate the art of thoughtful gifting with Smythson",https://www.smythson.com/us/home/accessories/frames-albums
7808690871,Edit,SMY | US | Search | Brand Plus,USA - semi-brand - home - watch boxes,784198246686,Responsive search ad,ENABLED,Leather watch boxes,Smythson of Bond Street™,Shop luxury leather pieces,Gifts for the home,Luxury gifts for him,Luxury gifts for her,Explore luxury Christmas gifts,Discover gifts for him & her,Shop luxury watch boxes,Over 135 years of expertise,Free delivery on orders $500+,Timeless leather craftsmanship,,,,Leather watch boxes,Smythson of Bond Street™,Shop luxury leather pieces,Gifts for the home,Luxury gifts for him,Luxury gifts for her,Explore luxury Christmas gifts,Discover gifts for him & her,Shop luxury watch boxes,Over 135 years of expertise,Free delivery on orders $500+,Timeless leather craftsmanship,,,,Make the ordinary extraordinary and the everyday timeless with Smythson,"A distinctly unique, extraordinary brand catering to extraordinary people since 1887","Discover the perfect gift this Christmas. Thoughtfully made, meaningfully given","This Christmas, celebrate the art of thoughtful gifting with Smythson",Make the ordinary extraordinary and the everyday timeless with Smythson,"A distinctly unique, extraordinary brand catering to extraordinary people since 1887","Discover the perfect gift this Christmas. Thoughtfully made, meaningfully given","This Christmas, celebrate the art of thoughtful gifting with Smythson",https://www.smythson.com/us/home/accessories/watch-cufflink-boxes
7808690871,Edit,SMY | US | Search | Brand Plus,USA - semi-brand - home - watch rolls - watch rolls,784198246695,Responsive search ad,ENABLED,Luxury leather jewelry rolls,Smythson of Bond Street™,Shop luxury leather pieces,Gifts for the home,Luxury gifts for him,Luxury gifts for her,Explore luxury Christmas gifts,Discover gifts for him & her,Shop luxury jewelry rolls,Over 135 years of expertise,Free delivery on orders $500+,Timeless leather craftsmanship,,,,Luxury leather jewelry rolls,Smythson of Bond Street™,Shop luxury leather pieces,Gifts for the home,Luxury gifts for him,Luxury gifts for her,Explore luxury Christmas gifts,Discover gifts for him & her,Shop luxury jewelry rolls,Over 135 years of expertise,Free delivery on orders $500+,Timeless leather craftsmanship,,,,Make the ordinary extraordinary and the everyday timeless with Smythson,"A distinctly unique, extraordinary brand catering to extraordinary people since 1887","Discover the perfect gift this Christmas. Thoughtfully made, meaningfully given","This Christmas, celebrate the art of thoughtful gifting with Smythson",Make the ordinary extraordinary and the everyday timeless with Smythson,"A distinctly unique, extraordinary brand catering to extraordinary people since 1887","Discover the perfect gift this Christmas. Thoughtfully made, meaningfully given","This Christmas, celebrate the art of thoughtful gifting with Smythson",https://www.smythson.com/us/home/accessories/watch-cufflink-boxes
7808690871,Edit,SMY | US | Search | Brand | Leather Accessories,USA - semi-brand - leather accessories - Money Clip Wallets - Generic,784326430958,Responsive search ad,ENABLED,Luxury money clip wallets,Smythson of Bond Street™,Shop luxury leather pieces,Luxury stocking fillers,Luxury gifts for him,Luxury gifts for her,Explore luxury Christmas gifts,Personalize your order today,Shop luxury card cases,Over 135 Years Of Expertise,Free delivery on orders $500+,Timeless leather craftsmanship,,,,Luxury money clip wallets,Smythson of Bond Street™,Shop luxury leather pieces,Luxury stocking fillers,Luxury gifts for him,Luxury gifts for her,Explore luxury Christmas gifts,Personalize your order today,Shop luxury card cases,Over 135 Years Of Expertise,Free delivery on orders $500+,Timeless leather craftsmanship,,,,Make the ordinary extraordinary and the everyday timeless with Smythson,"A distinctly unique, extraordinary brand catering to extraordinary people since 1887","Discover the perfect gift this Christmas. Thoughtfully made, meaningfully given","This Christmas, celebrate the art of thoughtful gifting with Smythson",Make the ordinary extraordinary and the everyday timeless with Smythson,"A distinctly unique, extraordinary brand catering to extraordinary people since 1887","Discover the perfect gift this Christmas. Thoughtfully made, meaningfully given","This Christmas, celebrate the art of thoughtful gifting with Smythson",https://www.smythson.com/us/accessories/all-accessories
7808690871,Edit,SMY | US | Search | Brand | Leather Accessories,USA - semi-brand - leather accessories - Wallets,784326430967,Responsive search ad,ENABLED,Luxury leather wallets,Smythson of Bond Street™,Shop luxury leather pieces,Luxury stocking fillers,Luxury gifts for him,Luxury gifts for her,Explore luxury Christmas gifts,Personalize your order today,Shop luxury leather wallets,Over 135 Years Of Expertise,Free delivery on orders $500+,Timeless leather craftsmanship,,,,Luxury leather wallets,Smythson of Bond Street™,Shop luxury leather pieces,Luxury stocking fillers,Luxury gifts for him,Luxury gifts for her,Explore luxury Christmas gifts,Personalize your order today,Shop luxury leather wallets,Over 135 Years Of Expertise,Free delivery on orders $500+,Timeless leather craftsmanship,,,,Make the ordinary extraordinary and the everyday timeless with Smythson,"A distinctly unique, extraordinary brand catering to extraordinary people since 1887","Discover the perfect gift this Christmas. Thoughtfully made, meaningfully given","This Christmas, celebrate the art of thoughtful gifting with Smythson",Make the ordinary extraordinary and the everyday timeless with Smythson,"A distinctly unique, extraordinary brand catering to extraordinary people since 1887","Discover the perfect gift this Christmas. Thoughtfully made, meaningfully given","This Christmas, celebrate the art of thoughtful gifting with Smythson",https://www.smythson.com/us/accessories/all-accessories
7808690871,Edit,SMY | US | Search | Brand | Leather Accessories,USA - semi-brand - leather accessories - card cases,784326430979,Responsive search ad,ENABLED,Luxury card cases,Smythson of Bond Street™,Shop luxury leather pieces,Luxury stocking fillers,Luxury gifts for him,Luxury gifts for her,Explore luxury Christmas gifts,Personalize your order today,Shop luxury card cases,Over 135 Years Of Expertise,Free delivery on orders $500+,Timeless leather craftsmanship,,,,Luxury card cases,Smythson of Bond Street™,Shop luxury leather pieces,Luxury stocking fillers,Luxury gifts for him,Luxury gifts for her,Explore luxury Christmas gifts,Personalize your order today,Shop luxury card cases,Over 135 Years Of Expertise,Free delivery on orders $500+,Timeless leather craftsmanship,,,,Make the ordinary extraordinary and the everyday timeless with Smythson,"A distinctly unique, extraordinary brand catering to extraordinary people since 1887","Discover the perfect gift this Christmas. Thoughtfully made, meaningfully given","This Christmas, celebrate the art of thoughtful gifting with Smythson",Make the ordinary extraordinary and the everyday timeless with Smythson,"A distinctly unique, extraordinary brand catering to extraordinary people since 1887","Discover the perfect gift this Christmas. Thoughtfully made, meaningfully given","This Christmas, celebrate the art of thoughtful gifting with Smythson",https://www.smythson.com/us/accessories/all-accessories
7808690871,Edit,SMY | US | Search | Brand | Leather Accessories,USA - semi-brand - leather accessories - card holders,784326430970,Responsive search ad,ENABLED,Luxury leather card holders,Smythson of Bond Street™,Shop luxury leather pieces,Luxury stocking fillers,Luxury gifts for him,Luxury gifts for her,Explore luxury Christmas gifts,Personalize your order today,Shop leather card holders,Over 135 Years Of Expertise,Free delivery on orders $500+,Timeless leather craftsmanship,,,,Luxury leather card holders,Smythson of Bond Street™,Shop luxury leather pieces,Luxury stocking fillers,Luxury gifts for him,Luxury gifts for her,Explore luxury Christmas gifts,Personalize your order today,Shop leather card holders,Over 135 Years Of Expertise,Free delivery on orders $500+,Timeless leather craftsmanship,,,,Make the ordinary extraordinary and the everyday timeless with Smythson,"A distinctly unique, extraordinary brand catering to extraordinary people since 1887","Discover the perfect gift this Christmas. Thoughtfully made, meaningfully given","This Christmas, celebrate the art of thoughtful gifting with Smythson",Make the ordinary extraordinary and the everyday timeless with Smythson,"A distinctly unique, extraordinary brand catering to extraordinary people since 1887","Discover the perfect gift this Christmas. Thoughtfully made, meaningfully given","This Christmas, celebrate the art of thoughtful gifting with Smythson",https://www.smythson.com/us/accessories/all-accessories
