Landing Page URL,Impressions,Clicks,CTR,Conversions,Conv Rate,Cost (£),Conv Value (£),ROAS
https://www.nda.ac.uk/blog/5-reasons-to-be-a-british-institute-of-interior-design-member,150,27,18.00%,0.0,0.00%,£59.48,£0.00,0.00
https://www.nda.ac.uk/blog/whats-the-fastest-way-to-qualify-as-an-interior-designer,22,1,4.55%,0.0,0.00%,£2.50,£0.00,0.00
https://www.nda.ac.uk/study/how-to-apply,40,4,10.00%,0.0,0.00%,£0.82,£0.00,0.00
https://www.nda.ac.uk/study/courses/diploma/in-studio-curtain-making-and-soft-furnishings,3,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
https://www.nda.ac.uk/study/equipment-and-resources,1,1,100.00%,0.0,0.00%,£4.42,£0.00,0.00
https://www.nda.ac.uk/blog/top-tips-for-interior-design-students-to-get-the-most-of-out-of-their-study,52,3,5.77%,0.0,0.00%,£2.53,£0.00,0.00
https://motorsport.nda.ac.uk/our-courses/fees-for-uk-students,696,1,0.14%,0.0,0.00%,£4.78,£0.00,0.00
https://www.nda.ac.uk/study/courses/diploma/professional-interior-design-3-course-bundle,28,6,21.43%,0.0,0.00%,£13.84,£0.00,0.00
https://www.nda.ac.uk/blog/how-to-become-an-interior-designer-in-15-practical-steps,1421,105,7.39%,0.0,0.00%,£25.69,£0.00,0.00
https://www.nda.ac.uk/blog/how-to-create-a-winning-interior-design-presentation,211,14,6.64%,0.0,0.00%,£3.36,£0.00,0.00
https://www.nda.ac.uk/study/courses/ba-hons-degree/interior-design/cpd,24,1,4.17%,0.0,0.00%,£3.37,£0.00,0.00
http://www.nda.ac.uk/courses/Diploma-in-Professional-Interior-Design.aspx,7,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
https://www.nda.ac.uk/study/gla-diploma-discount,1225,3,0.24%,0.0,0.00%,£8.25,£0.00,0.00
https://motorsport.nda.ac.uk/about-us,23,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
https://www.nda.ac.uk/study/accreditation,3,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
https://www.nda.ac.uk/blog/ucas-manchester-exhibition,103,3,2.91%,0.0,0.00%,£6.41,£0.00,0.00
http://www.nda.ac.uk/funding,209,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
https://www.nda.ac.uk/about,242785,341,0.14%,0.0,0.00%,£191.30,£0.00,0.00
https://www.nda.ac.uk/study/courses/short-courses/ai-for-interior-design,107,14,13.08%,0.0,0.00%,£5.11,£0.00,0.00
https://www.nda.ac.uk/blog/become-an-interior-designer-can-you-talk-the-talk,43,1,2.33%,0.0,0.00%,£0.06,£0.00,0.00
https://www.nda.ac.uk/blog/transferring-your-degree-in-interior-design,3,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
https://www.nda.ac.uk/blog/dubai,1,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
https://www.nda.ac.uk/study/courses/ba-hons-degree/interior-design,812,69,8.50%,0.0,0.00%,£188.19,£0.00,0.00
https://www.nda.ac.uk/blog/study-interior-design-online,40,2,5.00%,0.0,0.00%,£3.14,£0.00,0.00
https://www.nda.ac.uk/blog/becoming-a-freelance-interior-designer,89,4,4.49%,0.0,0.00%,£3.98,£0.00,0.00
https://www.nda.ac.uk/blog/page/11,1,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
https://www.nda.ac.uk/blog/former-nda-student-has-a-unique-take-on-traditional-interior-design-services,19,6,31.58%,0.0,0.00%,£1.24,£0.00,0.00
https://www.nda.ac.uk/pid-interior-design-courses,88,9,10.23%,0.0,0.00%,£24.13,£0.00,0.00
https://www.nda.ac.uk/study/student-loans,642,32,4.98%,0.0,0.00%,£71.23,£0.00,0.00
https://www.nda-copy.nda.ac.uk/study/graduation,2,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
https://www.nda.ac.uk/blog/student-case-study-ba-hons-interior-design-degree,4,1,25.00%,0.0,0.00%,£0.87,£0.00,0.00
https://www.nda.ac.uk/study/progression-scholarships,25,3,12.00%,0.0,0.00%,£7.34,£0.00,0.00
https://www.nda.ac.uk/blog/this-interior-design-book-will-change-your-life,1,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
https://www.nda.ac.uk/retail-design-degree,4868,428,8.79%,0.0,0.00%,£1085.82,£0.00,0.00
https://www.nda.ac.uk/blog/category/become-an-interior-designer-hints-tips,1,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
https://www.nda.ac.uk/blog/the-national-design-academy-in-dubai,2,1,50.00%,0.0,0.00%,£6.25,£0.00,0.00
https://www.nda.ac.uk/study/uk-students,137,13,9.49%,0.0,0.00%,£57.87,£0.00,0.00
https://motorsport.nda.ac.uk/news/5-best-things-about-online-learning-motorsport,41,8,19.51%,0.0,0.00%,£12.97,£0.00,0.00
https://www.nda.ac.uk/online-learning,699,16,2.29%,0.0,0.00%,£35.79,£0.00,0.00
https://www.nda.ac.uk/success-stories,99069,117,0.12%,0.0,0.00%,£104.60,£0.00,0.00
https://www.nda.ac.uk/autocad-sketchup-photoshop-interior-design-course-dubai,93,4,4.30%,0.0,0.00%,£2.25,£0.00,0.00
https://www.nda.ac.uk/study/course-fees,1119,10,0.89%,0.0,0.00%,£13.37,£0.00,0.00
https://www.nda.ac.uk/blog/the-art-of-sketching-in-interior-design,38,3,7.89%,0.0,0.00%,£0.70,£0.00,0.00
https://www.nda.ac.uk/study/courses/diploma/curtain-making-and-soft-furnishings,252,21,8.33%,0.0,0.00%,£13.67,£0.00,0.00
https://www.nda.ac.uk/blog/is-your-interior-design-course-accredited-and-should-you-care,52,4,7.69%,0.0,0.00%,£17.33,£0.00,0.00
https://www.nda.ac.uk/blog/youve-got-your-interior-design-diploma-what-happens-next,17,1,5.88%,0.0,0.00%,£0.10,£0.00,0.00
https://www.nda.ac.uk/international,93,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
https://www.nda.ac.uk/study/international-students,36,1,2.78%,0.0,0.00%,£6.34,£0.00,0.00
http://motorsport.nda.ac.uk/how-to-apply,178,1,0.56%,0.0,0.00%,£1.85,£0.00,0.00
https://www.nda.ac.uk/study/courses/diploma,320,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
https://www.nda.ac.uk/study/courses/short-courses/exterior-design,766,58,7.57%,0.0,0.00%,£23.44,£0.00,0.00
https://www.nda.ac.uk/blog/finding-the-right-interior-design-course,18,2,11.11%,0.0,0.00%,£0.61,£0.00,0.00
https://www.nda.ac.uk/blog/develop-interior-design-portfolio,9,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
https://www.nda.ac.uk/contact,66,11,16.67%,0.0,0.00%,£37.92,£0.00,0.00
https://www.nda.ac.uk/blog/freelance-interior-designer-tips,438,30,6.85%,0.0,0.00%,£34.69,£0.00,0.00
https://www.nda.ac.uk/study/enrolment-terms,27,1,3.70%,0.0,0.00%,£1.67,£0.00,0.00
https://www.nda.ac.uk/blog/nda-dubai-visit,144,15,10.42%,0.0,0.00%,£50.66,£0.00,0.00
https://www.nda.ac.uk/blog/tutor-spotlight-martin-nealon,1,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
https://www.nda.ac.uk/study/courses/diploma/in-studio-interior-design,80,9,11.25%,0.0,0.00%,£8.48,£0.00,0.00
https://motorsport.nda.ac.uk/how-to-apply,1,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
http://www.nda.ac.uk/courses/Diploma-in-Professional-Garden-Design.aspx,196,1,0.51%,0.0,0.00%,£0.15,£0.00,0.00
https://www.nda.ac.uk/blog/10-reasons-we-offer-the-best-interior-design-courses,3,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
https://www.nda.ac.uk/international/how-to-enrol,32,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
https://www.nda.ac.uk/blog/virtuzone-obtaining-interior-design-license-important,1,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
https://www.nda.ac.uk/study/how-to-enrol,107340,282,0.26%,0.0,0.00%,£20.72,£0.00,0.00
https://www.nda.ac.uk/blog/the-interior-design-process-part-1-where-to-start-with-room-planning,306,23,7.52%,0.0,0.00%,£25.44,£0.00,0.00
https://www.nda.ac.uk/study/courses/ba-hons-top-up-degree/interior-design,210,9,4.29%,0.0,0.00%,£15.15,£0.00,0.00
https://www.nda.ac.uk/blog/how-to-create-the-best-interior-design-cv,111,14,12.61%,0.0,0.00%,£13.81,£0.00,0.00
http://motorsport.nda.ac.uk/our-courses,240,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
https://www.nda.ac.uk/blog/our-top-10-bookshelf-must-haves-for-interior-designers,387,35,9.04%,0.0,0.00%,£55.66,£0.00,0.00
http://motorsport.nda.ac.uk/news,52,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
https://www.nda.ac.uk/study/courses/ma/interior-design,91,9,9.89%,0.0,0.00%,£21.21,£0.00,0.00
https://motorsport.nda.ac.uk/study-online,34,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
https://www.nda.ac.uk/study/courses/diploma/in-studio-garden-design,153,13,8.50%,0.0,0.00%,£32.55,£0.00,0.00
https://www.nda.ac.uk/blog/quick-and-simple-kitchen-hacks-for-interior-designers-to-elevate-their-clients-home-living,48,3,6.25%,0.0,0.00%,£0.25,£0.00,0.00
https://www.nda.ac.uk/study/courses/diploma/garden-design,0,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
https://www.nda.ac.uk/blog/funding-your-interior-design-course,19,2,10.53%,0.0,0.00%,£4.76,£0.00,0.00
https://applications.nda.ac.uk/apply,2227,1,0.04%,0.0,0.00%,£0.43,£0.00,0.00
https://www.nda.ac.uk/in-studio-dubai-courses,421,29,6.89%,0.0,0.00%,£44.03,£0.00,0.00
https://www.nda.ac.uk/alumni/article/how-to-develop-your-interior-design-portfolio,3,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
https://www.nda-copy.nda.ac.uk/study/international-students,7,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
http://www.nda.ac.uk/news,5,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
https://www.nda.ac.uk/all-2022,1626,98,6.03%,0.0,0.00%,£282.71,£0.00,0.00
https://www.nda.ac.uk/study/open-days,73,4,5.48%,0.0,0.00%,£9.82,£0.00,0.00
https://www.nda.ac.uk/blog/inspiration-from-kit-miles-studio,3,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
https://www.nda.ac.uk/blog,5,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
https://www.nda.ac.uk/blog/autocad-for-interior-design,1581,119,7.53%,0.0,0.00%,£120.84,£0.00,0.00
https://www.nda.ac.uk/blog/misconceptions-of-interior-design,4,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
https://www.nda.ac.uk/study/courses/ba-hons-degree/heritage-interior-design,103,12,11.65%,0.0,0.00%,£36.18,£0.00,0.00
https://www.dev-speed.nda.ac.uk/faq-keywords/interior-design-jobs,4,1,25.00%,0.0,0.00%,£0.71,£0.00,0.00
https://www.nda.ac.uk/blog/the-ultimate-guide-to-becoming-a-furniture-designer,607,60,9.88%,0.0,0.00%,£41.78,£0.00,0.00
https://www.nda.ac.uk/study/workshops,74,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
https://www.nda.ac.uk/blog/the-power-of-colour-in-interior-design,47,2,4.26%,0.0,0.00%,£0.98,£0.00,0.00
https://www.nda.ac.uk/study/garden-design-courses,1076,117,10.87%,0.0,0.00%,£44.89,£0.00,0.00
https://www.nda.ac.uk/blog/interior-design-,25,3,12.00%,0.0,0.00%,£14.89,£0.00,0.00
https://www.nda.ac.uk/blog/interior-design-student-spotlight-azza-refaat,2,1,50.00%,0.0,0.00%,£0.19,£0.00,0.00
http://motorsport.nda.ac.uk/about-us,10,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
http://www.nda.ac.uk/courses,6,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
https://www.nda.ac.uk/study/courses/ba-hons-degree/retail-design,227,18,7.93%,0.0,0.00%,£54.23,£0.00,0.00
https://www.nda.ac.uk/blog/national-design-academy-india,23,5,21.74%,0.0,0.00%,£1.81,£0.00,0.00
https://www.nda.ac.uk/blog/index-interior-design-exhibition,161,8,4.97%,0.0,0.00%,£9.96,£0.00,0.00
https://www.nda.ac.uk/study/courses/short-courses/interior-design-software,383,33,8.62%,0.0,0.00%,£16.55,£0.00,0.00
https://www.nda.ac.uk/study/courses/ma/interior-design-with-practice-management,326,22,6.75%,0.0,0.00%,£28.70,£0.00,0.00
https://www.nda.ac.uk/gallery/undergraduate,69,5,7.25%,0.0,0.00%,£6.28,£0.00,0.00
https://www.nda.ac.uk/blog/how-to-curate-a-professional-interior-design-portfolio,57,6,10.53%,0.0,0.00%,£3.90,£0.00,0.00
https://www.nda.ac.uk/blog/become-an-interior-designer,1593,93,5.84%,0.0,0.00%,£38.26,£0.00,0.00
https://www.nda.ac.uk/blog/best-interior-design-apps-part-one,1157,167,14.43%,0.0,0.00%,£33.92,£0.00,0.00
https://www.nda.ac.uk/blog/top-interior-designers-of-the-future,22,4,18.18%,0.0,0.00%,£5.85,£0.00,0.00
https://www.nda.ac.uk/blog/how-important-is-an-interior-design-degree,45,3,6.67%,0.0,0.00%,£0.73,£0.00,0.00
https://www.nda.ac.uk/blog/6-steps-to-start-an-interior-design-business,1304,113,8.67%,0.0,0.00%,£37.20,£0.00,0.00
https://www.nda.ac.uk/blog/student-of-the-month-heritage-interior-design,17,4,23.53%,0.0,0.00%,£10.72,£0.00,0.00
https://www.nda.ac.uk/blog/design101-designing-a-kitchen,322,17,5.28%,0.0,0.00%,£22.18,£0.00,0.00
http://www.nda.ac.uk/courses/MA-Interior-Design.aspx,62,0,0.00%,0.0,0.00%,£0.00,£0.00,0.00
