Timestamp,Client,Note,Tags (optional)
16/11/2025 21:00,Accessories For The Home,"Q4 Peak Season ROAS Reduction Phase 1: AFH | P Max | H&S Zombies Furniture target ROAS reduced from 190% to 170%. WHY: Year-over-year pattern shows CR upturn starts mid-Nov (Nov 18-19 last year), current CR trending up (+21% WoW: 0.43% → 0.52%), budget utilization at 200%+, past Nov 15 timing trigger from original Q4 strategy. Day-of-week analysis confirms we're on track vs last year (0.52% vs 0.49% same period). Implemented Sunday Nov 16 evening for Monday readiness (Smart Bidding overnight adjustment). EXPECTED: Daily spend increases 15-25%, impression share recovers, CR holds at 0.50%+ while volume scales, revenue grows proportionally maintaining 4.0+ company-wide ROAS. REVIEW: Daily monitoring Mon-Thu (Nov 18-21), full week review Mon Nov 25 to assess readiness for Phase 2 (150% ROAS Black Friday week). SUCCESS: Daily spend increases 15-25% while maintaining 4.0+ ROAS, impression share increases, CR holds 0.50%+, revenue scales proportionally. ROLLBACK: If CR drops below 0.40% for 3+ days OR company ROAS drops below 3.5, revert to 190%.",q4-scaling roas-reduction peak-season conversion-rate
17/11/2025 20:30,Superspace,"US campaigns ROAS increased 550% → 600% and Demand Gen CPA reduced to £60 to slow spend and manage stock runout. WHY: After Nov 13 budget increase to £12,010/day performing brilliantly (1,199% ROAS, £27 CPA, +56% revenue), client reports US Xmas stock projected to sell out in ~10 days due to racing ahead in sales. Need to slow spend to avoid overselling before January stock arrives. WHAT: US Shopping/PMax campaigns (Shopping Branded, Shopping Brand Excluded, P Max Brand Excluded) target ROAS increased from 550% to 600%. US Demand Gen campaigns (main + retargeting) target CPA reduced to £60. EXPECTED: Higher ROAS target makes campaigns more conservative and slows spend, lower Demand Gen CPA throttles top-of-funnel traffic. Should increase overall account ROAS and reduce CPA while managing stock levels without killing all momentum. REVIEW: Monday Nov 25 - assess if stock management working and campaigns maintaining reasonable volume. SUCCESS: Spend slows enough to make stock last until new inventory arrives, maintain profitability, don't lose all sales momentum. ROLLBACK: If stock replenishes earlier than expected or client confirms more stock available, revert ROAS to 550% and scale back up for remainder of peak season.",stock-management roas-increase q4-scaling profitability
18/11/2025 13:20,Godshot,"Brand supplemental feed uploaded to Merchant Centre (ID: 5291405839) and 15% voucher launched for Zoologist perfumes. WHY: Client (Sam) requested promotional strategy to boost Zoologist perfume sales. Brand attribute set via supplemental feed enables product-level targeting for voucher campaigns. WHAT: Uploaded brand supplemental feed setting 'brand' attribute to 'Zoologist' for 20 premium perfume products (60ml Extrait de Parfum/EDP bottles). Sam set up 15% off voucher for all Zoologist perfumes (UK only, no minimum spend, live Nov 18). File location: clients/godshot/product-feeds/zoologist-brand-supplemental-feed.csv. EXPECTED: Boost Zoologist product sales through promotional discount, test effectiveness of voucher strategy for premium fragrance line (£50-60 price point products), generate incremental revenue while maintaining account profitability (current 553% ROAS, targeting 700%). REVIEW: Nov 25, 2025 (7 days) - compare Zoologist product performance vs. baseline (Nov 11-17), assess voucher redemption rate, track impact on overall account ROAS. SUCCESS: Increased Zoologist sales volume without significantly eroding margins, positive voucher redemption rate, maintain or improve overall account ROAS.",merchant-centre promotional-strategy voucher brand-targeting
18/11/2025 10:00,Superspace,"STRATEGIC REVERSAL: All campaign ROAS targets increased to 600% (from ~550%) in response to critical stock shortage.

WHY: Email from Ant this morning - US stock will only last ~10 days. Cannot support Q4 volume scaling strategy without adequate inventory.

EXPECTED: Throttle spend to extend stock life, protect margins at 600% ROAS, prevent stock-out before new inventory arrives. Daily spend should reduce significantly.

REVIEW: Volatile situation - dependent on Ant's updates about new stock arrival. No fixed timeline.

SUCCESS: Stock doesn't run out before new inventory arrives. Maintain 600% ROAS while preserving stock. Smooth transition back to scaling when stock replenished.

SUPERSEDES: Complete abandonment of Q4 scaling strategy (progressive ROAS reduction 550% → 380%, aggressive budget scaling, Demand Gen expansion). Original plan assumed stock availability through December - assumption no longer valid.

AFFECTED: All campaigns (US, UK, Australia). Previous changes reversed: Nov 13 ROAS reduction to 495% now negated.

CRITICAL: This is NOT a performance-driven change - it's an inventory constraint forcing defensive strategy during peak Q4 season.","stock-constraint,strategic-reversal,q4-impact,urgent"
18/11/2025 15:00,Devonshire Hotels,"Bolton Abbey Locations PAUSED (£11/day) and budget reallocated to Cavendish (£48/day → £59/day). WHY: Bolton Abbey generating zero conversions (£179.96 spent Nov 1-17, £0 value, 0% ROAS). Cavendish heavily budget-constrained with 48.99% lost impression share (missing nearly half of potential bookings) while maintaining excellent 695% ROAS. Client approved reallocation as TEST to see if additional budget increase justified. WHAT: Bolton Abbey Locations campaign (ID: 22720114456) paused. Cavendish campaign (ID: 21839323410) budget increased from £48/day to £59/day (+£11 reallocation). EXPECTED: Cavendish maintains 695%+ ROAS while capturing missed booking opportunities. Budget lost impression share should reduce from 49% to 35-40% range. Additional £143 spend over remaining 13 days of November should generate ~£994 additional revenue (at 695% ROAS) and ~2 additional bookings. REVIEW: End of November in monthly report - client expecting to see impact and justify continued higher budget. SUCCESS: Maintain ROAS (695%+), increase revenue, reduce impression share lost to budget constraints. Demonstrate that reallocating from non-performing (0% ROAS) to high-performing (695% ROAS) campaigns delivers immediate revenue gains.",budget-reallocation test budget-constraint roas-optimization
13/11/2025 09:45,Uno Lighting,"Daily budget increased from £1,300 to £1,800 (+£500/day). WHY: Google rep meeting suggested additional spend capacity exists. Shopping campaign missing 26% impressions. Current ROAS 396% suggests room for expansion. EXPECTED: Gradual ramp to £1,800/day spend by early December. Target £130k revenue (Nov 13 - Dec 6) at 300% ROAS. REVIEW: Monday Nov 25 - assess actual spend vs target, conversion rate trends, and whether target ROAS needs adjustment to unlock full budget. Stock availability confirmed sufficient.",budget-increase
10/11/2025 16:00,Uno Lighting,"AI Max match type enabled on campaigns. WHY: Google rep (Luiza) recommendation to expand reach and impression volume. Similar to Devonshire implementation (Nov 3). EXPECTED: Increased impressions, broader keyword matching via ML signals. REVIEW: Early December 2025 (2-3 weeks) - assess search term quality, conversion rate vs traditional match types, and ROAS performance. SUCCESS: Maintained or improved conversion rate with increased volume.",ai-max-testing
20/11/2025 11:26,Devonshire Hotels,"November budget optimization implemented - 7 campaign budget changes: Dev Arms Hotel £36→£100/day (restore £52 approved + deploy £48 to 850% ROAS winner), The Fell £22→£26/day (restore approved), Cavendish £50→£48/day (restore approved), Chatsworth Locations £15→£25/day (deploy to 511% ROAS), P Max £48→£36/day (reduce 397% underperformer), Chatsworth Inns £22→£15/day (reduce 140% ROAS critical underperformer), Chatsworth SC £18→£15/day (reduce 91% ROAS). Net change: +£5/day total budget (£311→£316/day). Expected impact: +£7,627 revenue over 10 days, ROAS improvement from 553% to 612%. Client-approved increases from Nov 13 honoured. Review Dec 1 for actual vs projected impact.",budget optimization,strategic reallocation,client commitments
20/11/2025 17:30,Smythson,"Black Friday asset text removal + Italian Christmas search themes. WHY: Client request (Lauren) ahead of Dec 2 full asset reversion. WHAT: (1) All 'Black Friday is Here' text blanked out across all asset groups and RSAs in all 4 accounts (UK, USA, EUR, ROW). Text left blank - no replacement copy added. (2) EUR account Italian Christmas PMAX: Added search themes ('Christmas for him', 'Christmas for her', generic Christmas). EXPECTED (client): CTR to increase by removing blanket Black Friday messaging saturation. CONTEXT: Executed mid-BF period (Nov 20), ahead of planned Dec 2 full reversion timeline. Time constraints prevented writing replacement copy - text fields left blank. Strategic disagreement noted: Account manager skeptical of approach (blanking vs replacing), believes 'damage already done' from Nov 18 BF asset launch issues. REVIEW: Monitor CTR and performance impact over next few days vs BF messaging baseline. SUCCESS (client expectation): CTR improvement from reduced message fatigue. RISK: Blank text fields may reduce relevance/quality scores vs replacement Christmas messaging.",black-friday asset-management client-directive strategic-disagreement20/11/2025,Positive Bakes,"PMAX bid strategy changed from Max Conversions to Target ROAS 120%. Account is converting but with poor order values. Trying to optimize for higher-value orders rather than just volume. Review scheduled for Wed Nov 27. Note: Change made just before Black Friday (Nov 29) so results will be mixed with holiday shopping patterns.",bid strategy,roas,pmax
20/11/2025,Bright Minds,"Search Brand campaign target ROAS reduced from 800% to 550%. Previous target was unrealistically high (289.6pp above actual 510% performance), likely limiting bid competitiveness and conversion volume. Expected impact: +20-40% conversion volume while maintaining 500%+ ROAS. Review scheduled for Dec 4, 2025 (14-day learning period). Note: Change made during Black Friday week, so results will be mixed with holiday shopping patterns.",bid strategy,roas,brand search,target roas
